country,year,military_expenditure,gdp_growth
Albania,2006,1.56776905059814,10.4817389368014
Albania,1997,1.28308081626892,-29.41351737319
Africa Western and Central,2013,0.767559289932251,13.0611847141306
Albania,2000,1.24636018276215,8.35067165576795
Africa Western and Central,2016,0.826430916786194,-10.0288506797353
Africa Western and Central,2019,0.800920248031616,7.1921867145618
Albania,2007,1.820765376091,20.0228763545354
Albania,2010,1.55859184265137,-0.973735663372618
Africa Western and Central,2022,0.975188314914703,3.60577420903868
Albania,2013,1.40898215770721,3.70451949150401
Albania,1986,5.62618637084961,10.5572380367356
Albania,2016,1.10358095169067,4.16573815730145
Albania,1989,5.16761255264282,9.84059376673722
Algeria,1961,NULL,-10.6060621726058
Albania,1992,4.67088794708252,-40.6875890902593
Algeria,1964,3.49645400047302,7.6335764354942
Albania,1999,1.24921011924744,26.1652133989813
Algeria,1967,3.01910042762756,10.8890264391193
Algeria,1974,1.95766818523407,51.7005755566238
Albania,2002,1.32003450393677,10.8607005447399
Algeria,1977,2.24195051193237,18.2977664535519
Albania,2005,1.35000491142273,12.072782862806
Algeria,1980,2.10206317901611,27.3799815786804
Albania,2008,1.98486888408661,20.6421359777311
Algeria,1983,1.95121324062347,7.95051620445078
Albania,2015,1.16230380535126,-13.9195175022854
Algeria,1987,1.85637629032135,4.79465114904642
Albania,2018,1.16054475307465,16.4112354198834
Algeria,1990,1.46107053756714,11.5283814052821
Albania,2021,1.2208446264267,18.254167961631
Algeria,1993,2.50563168525696,4.04650704402017
Algeria,1966,3.51259350776672,-3.07450483470438
Algeria,1996,3.09408831596375,12.3963845921486
Albania,2009,1.51721715927124,-6.49891100132709
Algeria,2003,3.25121092796326,19.5620583757153
Algeria,1969,2.38686728477478,10.5163805506169
Albania,2012,1.48708260059357,-4.42895586836156
Algeria,2006,2.64380764961243,13.4004946085069
Algeria,1972,1.79584395885468,33.2775300001321
Albania,2019,1.28080594539642,1.61913277948166
Algeria,1975,2.13109421730042,17.7748209048419
Algeria,2009,3.84851360321045,-19.7599724979865
Albania,2022,1.58488094806671,5.49794698188805
Algeria,1982,2.06309747695923,1.93596866732987
Algeria,2012,4.46107864379883,4.52269530926501
Algeria,1963,2.51148533821106,35.0515675558485
Algeria,2019,5.99969005584717,-1.80115572738502
Algeria,1985,1.64370691776276,7.89466237101351
Algeria,1970,2.13053917884827,14.2409549644808
Algeria,2022,4.77943849563599,19.2852503161343
American Samoa,2005,NULL,-1.76817288801572
American Samoa,2008,NULL,8.10810810810811
Algeria,1988,1.74969875812531,-11.4710157476672
American Samoa,2015,NULL,4.6656298600311
Algeria,1995,2.93502712249756,-1.8308156785556
Algeria,1973,1.68816196918488,28.686091119169
American Samoa,2018,NULL,4.41176470588235
Algeria,1976,2.70172119140625,13.9500768235186
Algeria,1998,3.96567368507385,0.0211101543668348
American Samoa,2021,NULL,4.02219140083218
Algeria,2001,3.82069540023804,-0.0834070817299692
Algeria,1979,2.13869595527649,26.0927298521349
Andorra,1973,NULL,33.0004232266802
Algeria,2004,3.28388452529907,25.740848968239
Algeria,1986,1.78721368312836,9.93157505199545
Andorra,1980,NULL,8.46292381760589
Algeria,1989,1.54012382030487,-5.84651925167415
Algeria,2011,4.32570648193359,24.0719855136227
Andorra,1983,NULL,-12.7860648575984
Algeria,1992,2.140132188797,5.00365825664852
Algeria,2014,5.54848337173462,1.93320345693774
Andorra,1986,NULL,39.0068117363791
Algeria,1999,3.75507998466492,0.9398453580425
Algeria,2017,5.92438316345215,6.28788949880079
Andorra,1993,NULL,-16.7688557666441
Algeria,2020,6.69246816635132,-15.1471157060939
Algeria,2002,3.70082926750183,3.6819235930374
Andorra,1996,NULL,3.8412748122804
Andorra,1999,NULL,2.30096116647485
Algeria,2005,2.83417844772339,20.9364690409276
American Samoa,2007,NULL,5.0709939148073
Andorra,2002,NULL,13.5157617304329
Algeria,2008,3.024747133255,26.6886836225347
American Samoa,2010,NULL,-15.1111111111111
Andorra,2009,NULL,-10.0737220661627
Algeria,2015,6.27024269104004,-22.3706862399066
American Samoa,2013,NULL,-0.3125
Andorra,2012,NULL,-12.1373269374007
Algeria,2018,5.48358869552612,2.82997440929865
American Samoa,2016,NULL,-0.297176820208024
Andorra,2015,NULL,-14.7264657150514
Algeria,2021,5.58544683456421,12.1644138371398
Andorra,1972,NULL,26.8523686750313
American Samoa,2003,NULL,2.34375
American Samoa,2006,NULL,-1.4
Andorra,1975,NULL,17.9867130001515
American Samoa,2009,NULL,20.5357142857143
Andorra,1978,NULL,21.2688180293015
American Samoa,2012,NULL,12.280701754386
Andorra,1981,NULL,-12.8578367984759
Andorra,1985,NULL,5.05028510534006
American Samoa,2019,NULL,1.25195618153365
American Samoa,2022,NULL,16.1333333333333
Andorra,1971,NULL,13.7232383460867
Andorra,1974,NULL,23.6774526544502
Andorra,1977,NULL,11.7536055882473
Andorra,1984,NULL,0.678066089531272
Andorra,1987,NULL,26.8267587282882
Andorra,1990,NULL,29.3530042378932
Andorra,1997,NULL,-3.54392995526677
Andorra,2000,NULL,15.2606141382815
Andorra,2003,NULL,34.490355367617
Andorra,2006,NULL,9.38144744169888
Andorra,2013,NULL,0.152420458558776
Andorra,2016,NULL,3.8255808714625
Andorra,2019,NULL,-1.96582104857577
Andorra,2022,NULL,0.80860165913161
Angola,1982,NULL,0
Angola,1985,1.71499996213242E-05,23.2014328600946
Angola,1988,21.9804992675781,8.47833591381532
Angola,1995,4.70739269256592,24.7937959042041
Angola,1998,2.64201188087463,-15.2308578991184
Andorra,1988,NULL,18.015055340169
Angola,2001,4.52435398101807,-2.11965068049109
Angola,2008,3.57312035560608,35.6573013089343
Angola,2011,3.25566029548645,33.4014863783195
Angola,2014,4.6984543800354,2.74121251333051
Angola,2017,2.50798273086548,39.6662157271334
Andorra,1991,NULL,7.57069738432055
Antigua and Barbuda,1978,NULL,13.3974543862174
Andorra,1994,NULL,1.03802257084728
Andorra,2001,NULL,8.24776027667136
Antigua and Barbuda,1981,NULL,12.4861722145602
Andorra,2004,NULL,22.5865141154467
Antigua and Barbuda,1984,NULL,14.4000011946585
Antigua and Barbuda,1987,NULL,16.0909996569069
Andorra,2007,NULL,14.354531242165
Andorra,2010,NULL,-6.10377914906351
Antigua and Barbuda,1994,NULL,10.1379259623336
Andorra,2017,NULL,3.57482043572673
Andorra,2020,NULL,-8.37196139233348
Angola,1981,NULL,-6.40790137142506
Antigua and Barbuda,1997,NULL,7.39888053201239
Angola,1984,NULL,6.00126871592626
Angola,1991,7.10249996185303,-7.4320650663278
Antigua and Barbuda,2000,NULL,7.85308901070217
Andorra,2018,NULL,7.27488329797736
Antigua and Barbuda,2003,NULL,5.15910341696562
Angola,1994,5.70928049087524,-27.0575500594994
Angola,1997,5.97226810455322,17.4430282186069
Antigua and Barbuda,2010,NULL,-6.48275251202934
Angola,2004,3.47118020057678,32.220552542595
Antigua and Barbuda,2013,NULL,-0.126706845960181
Angola,2007,3.11405444145203,24.5993536610236
Antigua and Barbuda,2016,NULL,3.61236825576576
Angola,1983,NULL,4.21330148765874
Angola,2010,4.17758464813232,19.1904708473285
Arab World,1969,8.11482334136963,8.96507230764635
Angola,1986,1.73000007634982E-05,-6.37443849169094
Angola,2013,4.45523929595947,3.34720514572568
Arab World,1972,7.54428005218506,19.2341853876138
Angola,1989,19.4323329925537,16.3280626327317
Angola,2020,1.7001781463623,-31.5896253710193
Antigua and Barbuda,1980,NULL,20.4905142260024
Antigua and Barbuda,1983,NULL,10.8139525828671
Arab World,1979,9.66948699951172,35.3925811745417
Antigua and Barbuda,1990,NULL,4.7119028652811
Arab World,1982,12.0990581512451,-6.36686747226427
Angola,1992,5.68283033370972,-20.1261817602931
Antigua and Barbuda,1993,NULL,7.18885238345075
Arab World,1985,10.4947452545166,-1.50596255862746
Antigua and Barbuda,1996,NULL,9.77826774942813
Arab World,1988,8.06082534790039,-3.56585627086421
Angola,1996,2.44784808158875,17.9947716140053
Antigua and Barbuda,1999,NULL,5.26760294143896
Arab World,1995,6.62090253829956,6.19617722451044
Angola,1999,17.3346920013428,-5.43248480300566
Arab World,1998,7.32339286804199,-1.98075973565605
Angola,2002,2.8699324131012,71.0547931391693
Angola,2005,3.69224095344543,56.9752525819937
Arab World,2001,6.26811361312866,-2.11407928098798
Arab World,2004,5.07588148117065,18.8980707208387
Arab World,2008,4.09189414978027,25.8684416497555
Angola,2012,3.23665952682495,14.5479964435544
Arab World,2011,4.88601589202881,9.42861577204924
Angola,2015,3.10542631149292,-33.4422693524511
Arab World,2014,6.37289619445801,1.61893773406627
Angola,2018,1.95578682422638,7.81723506955793
Arab World,2017,6.27930974960327,3.95216567162361
Angola,2021,1.28992259502411,37.119570894878
Argentina,1988,2.12493920326233,16.4162645280451
Antigua and Barbuda,2006,NULL,13.1676355228758
Argentina,1991,1.50692653656006,34.2174963932114
Antigua and Barbuda,2009,NULL,-10.3455121722212
Argentina,1994,1.45703852176666,8.74298110504065
Argentina,1997,1.14013910293579,7.60949732229876
Antigua and Barbuda,2012,NULL,3.57207860668745
Argentina,2004,0.883295357227325,29.055444313048
Antigua and Barbuda,2019,NULL,3.84117189365751
Argentina,2007,0.792548179626465,23.6385870845979
Antigua and Barbuda,2022,NULL,16.6337121484313
Antigua and Barbuda,1982,NULL,11.1792199831431
Arab World,1975,NULL,10.5052376224192
Antigua and Barbuda,1985,NULL,15.6215516140567
Arab World,1978,10.5754699707031,10.6067750038323
Antigua and Barbuda,1988,NULL,18.2287855587615
Arab World,1981,9.92211627960205,3.26326981040384
Antigua and Barbuda,1991,NULL,4.83970796567234
Arab World,1984,11.5869731903076,1.77731108446357
Antigua and Barbuda,1998,NULL,6.94085868627349
Argentina,2010,0.814878106117249,27.2244252795514
Antigua and Barbuda,2001,NULL,-3.13284418252519
Argentina,2013,0.837736427783966,1.10676591009755
Antigua and Barbuda,2004,NULL,7.39532771071516
Argentina,2020,0.734492599964142,-13.8500374952733
Antigua and Barbuda,2007,NULL,13.3973637591741
Armenia,1997,3.90939855575562,2.66276434076715
Antigua and Barbuda,2014,NULL,4.02916882748151
Armenia,2000,3.56002497673035,3.58071939957118
Antigua and Barbuda,2017,NULL,2.78307951308374
Arab World,1991,10.7477464675903,-26.1881747882612
Antigua and Barbuda,2020,NULL,-18.2313843786229
Arab World,1994,7.39094305038452,6.51747198859332
Arab World,1970,8.27110385894775,13.0615989383145
Arab World,1997,6.51206636428833,7.71023972684829
Arab World,1973,8.02124214172363,26.8844057218584
Arab World,2000,6.28271341323853,14.3204838855615
Arab World,1976,NULL,24.4761694805904
Arab World,2007,4.42448997497559,16.3303234311816
Arab World,1983,11.0711441040039,-5.87449578991504
Armenia,2003,2.72837209701538,18.125637553179
Arab World,1986,NULL,-2.98052143596913
Armenia,2006,2.94761323928833,30.2824506359162
Arab World,1989,7.69687032699585,7.27859833971684
Armenia,2013,3.99724459648132,4.7285888820425
Arab World,1992,8.61603450775146,0.997541067030072
Armenia,2016,4.0903491973877,-0.0682418406220691
Arab World,1999,6.40156698226929,10.5175173054025
Armenia,2019,4.78770589828491,9.32215942221731
Arab World,2002,5.78958082199097,0.633709021743671
Armenia,2022,4.3171067237854,40.5980482560308
Arab World,2005,4.59916257858276,22.7390258605917
Aruba,1989,NULL,16.5730342502209
Arab World,2012,4.97116041183472,9.17848903378404
Aruba,1992,NULL,9.92953422221426
Arab World,2015,7.39378643035889,-12.0883820577696
Aruba,1995,NULL,6.00896485946468
Arab World,2018,5.9003267288208,7.80920101709407
Arab World,2010,4.90210247039795,18.016745908303
Arab World,2021,5.09695768356323,15.5776070754548
Arab World,2013,5.73319673538208,2.06918378516492
Argentina,1985,2.29971718788147,-21.7472476083103
Arab World,2020,5.77113676071167,-11.7056616216139
Argentina,1992,1.42122220993042,20.5876737075901
Argentina,1984,2.16203904151917,3.19532880190826
Argentina,1995,1.47307312488556,0.229855855297412
Argentina,1987,2.28438687324524,2.65089307785128
Aruba,1998,NULL,8.71626120281482
Argentina,1990,1.45090925693512,84.4620697897823
Aruba,2005,NULL,4.6649423877316
Argentina,1993,1.42280292510986,3.48056730817227
Aruba,2008,NULL,6.17645945288586
Argentina,2000,1.14882266521454,0.240105819922369
Aruba,2011,NULL,7.50987754638701
Argentina,2003,1.06089508533478,30.5584783556316
Aruba,2014,NULL,2.30951372992933
Aruba,2018,NULL,5.9421011985214
Argentina,1998,1.13631796836853,2.07925237769105
Aruba,2021,NULL,21.26993651688
Argentina,2001,1.18423354625702,-5.45629588122506
Australia,1962,2.3636953830719,1.21770515472048
Argentina,2008,0.76275646686554,25.7459740949442
Australia,1965,2.95229291915894,9.13839885964479
Australia,1968,3.83727359771729,7.46108946536916
Argentina,2011,0.764287114143372,25.1472627457605
Australia,1971,2.7631516456604,9.39439094190163
Argentina,2014,0.87810093164444,-4.65657197027033
Argentina,2006,0.788233876228333,17.0175392314066
Argentina,2017,0.856137931346893,15.442348824558
Argentina,2009,0.886508584022522,-7.90510968221865
Argentina,2016,0.813140094280243,-6.25759078027767
Armenia,1991,NULL,-8.28554358711837
Armenia,1994,NULL,9.47678997781201
Argentina,2019,0.699696123600006,-14.6841217085267
Armenia,2001,3.12724947929382,10.8238258358008
Argentina,2022,0.411211311817169,29.3564335655647
Australia,1978,2.21568846702576,7.37815488000727
Australia,1981,2.29660201072693,17.9401050141085
Armenia,1993,2.29664444923401,-5.61916213622509
Armenia,1996,3.28186702728271,8.76183286360748
Australia,1984,2.50523376464844,9.1690564275008
Armenia,1999,3.69737434387207,-2.54758820331932
Armenia,2002,2.69771480560303,12.172340573242
Armenia,2009,4.15705013275146,-25.8454248382082
Armenia,2012,3.58376693725586,4.70521907118913
Armenia,2004,2.74199676513672,27.4149431805435
Armenia,2015,4.2392258644104,-9.09749709259121
Armenia,2007,3.04257464408875,44.1987747353912
Armenia,2018,4.11988592147827,8.07187595160609
Armenia,2010,4.26564598083496,7.08086710507479
Aruba,1993,NULL,12.9953368204259
Armenia,2017,3.84973049163818,9.30504543128185
Aruba,1996,NULL,4.48392898559054
Armenia,2020,4.9825439453125,-7.17799010051663
Aruba,1999,NULL,3.45522348654552
Aruba,1988,NULL,22.3367720141865
Aruba,2002,NULL,3.44783063254966
Aruba,1991,NULL,14.0248299800754
Aruba,2009,NULL,-10.1733680366555
Aruba,1994,NULL,15.0077385607199
Aruba,2012,NULL,-0.858684151939735
Aruba,2001,NULL,1.22791559752474
Aruba,2015,NULL,6.16505211040752
Aruba,2004,NULL,10.308590252882
Aruba,2022,NULL,14.2280861781979
Australia,1987,2.37298893928528,3.84251400368954
Australia,1966,3.4513828754425,5.12654298746562
Australia,1994,2.11659860610962,3.41980389274991
Australia,1969,3.38591980934143,12.1332512482726
Australia,1997,1.86733436584473,8.54650994751625
Australia,1972,2.68562054634094,15.0923149378022
Australia,2000,1.8298419713974,6.8049409809337
Australia,1975,2.26731562614441,9.37361013273664
Australia,2003,1.84628963470459,18.1789942337268
Aruba,2007,NULL,8.41606125634083
Australia,2007,1.81227326393127,14.2420288151975
Aruba,2010,NULL,-3.92342233745716
Australia,2010,1.85292828083038,23.7012415867161
Aruba,2017,NULL,3.64635247633491
Australia,2013,1.63918018341064,1.91593893813247
Aruba,2020,NULL,-24.6449353814245
Australia,2016,2.08853077888489,-10.6666237442403
Australia,1961,2.41513991355896,5.78462683853232
Austria,1963,1.57966780662537,7.96874811245594
Australia,1964,2.64824271202087,10.4981201810088
Austria,1970,1.38013017177582,13.1799564731359
Australia,1967,3.7937638759613,11.479785221257
Austria,1973,1.18498861789703,33.7986658057364
Australia,1974,2.2628026008606,39.3743851752888
Austria,1976,1.36519682407379,7.24119843600461
Australia,1977,2.24720215797424,5.03572501284248
Austria,1979,1.43384575843811,19.1532750602546
Australia,1980,2.24895691871643,11.1841133228166
Australia,1982,2.39326524734497,9.69248370056914
Austria,1986,1.50875854492188,42.7306165891289
Australia,1983,2.5198118686676,-8.64415117446655
Australia,1985,2.52326846122742,-6.65664419866059
Australia,1990,2.07590579986572,3.85120815896038
Australia,1988,2.16181492805481,24.627986683359
Austria,1989,1.23415493965149,-0.175188191375912
Australia,1993,2.17802977561951,-4.11348460117163
Australia,1991,2.1680428981781,4.67091058313517
Austria,1992,1.09921407699585,12.2466393056647
Australia,1996,1.93044006824493,9.01111518054102
Austria,1995,1.07323205471039,18.4258225094896
Australia,1999,1.88923573493958,-2.50758889719232
Australia,1998,1.87112176418304,-8.25635248541963
Austria,2002,0.883527815341949,8.54953791292378
Australia,2001,1.87009382247925,-8.77975508553487
Australia,2004,1.8274108171463,31.4108664376671
Austria,2005,0.850142598152161,4.85465102059783
Australia,2011,1.75565695762634,21.7436819599748
Austria,2008,0.870705127716064,11.0143798085055
Australia,2014,1.77305889129639,-6.89177984317249
Austria,2015,0.698116421699524,-13.6953835294212
Australia,2017,2.00423407554626,9.87935562699722
Austria,2018,0.745028018951416,9.0423047322873
Australia,2020,2.01064014434814,-4.60967146462506
Austria,2021,0.873694837093353,10.1703501756316
Austria,1961,1.30933749675751,10.9068598994048
Azerbaijan,1996,2.254230260849,31.4055513783134
Austria,1964,1.88730025291443,9.50312399672508
Azerbaijan,1999,2.62510991096497,3.03348082531332
Austria,1967,1.60916638374329,6.35350926809137
Azerbaijan,2002,2.24331378936768,9.25905891876414
Austria,1974,1.27688252925873,19.223258583961
Australia,2006,1.82233095169067,7.57873137699261
Austria,1977,1.34595191478729,19.9855457641986
Australia,2009,1.92393827438354,-12.0584074573517
Austria,1980,1.42024612426758,10.9844619978242
Australia,2012,1.67096400260925,10.6490583478365
Austria,1983,1.39117586612701,1.18656225544063
Australia,2019,1.88104343414307,-2.45236478687848
Austria,1990,1.19566023349762,25.0609557314635
Australia,2022,1.89882433414459,8.59011622530242
Azerbaijan,2005,2.29906964302063,52.5898851227191
Austria,1966,1.62440514564514,8.9414114070576
Azerbaijan,2012,4.65861845016479,5.65124042053299
Austria,1969,1.49925661087036,9.18099920257126
Azerbaijan,2015,5.46487665176392,-29.4572218283238
Austria,1972,1.20228672027588,23.5245351930352
Azerbaijan,2018,3.56240129470825,15.283480221513
Austria,1975,1.45127832889557,13.8391677563554
Azerbaijan,2021,5.27005910873413,28.4177944825607
Austria,1982,1.41299676895142,0.339365967914364
"Bahamas, The",1962,NULL,11.6554936244685
Austria,1985,1.51262354850769,2.06136467770034
"Bahamas, The",1969,NULL,18.708683031357
Austria,1988,1.29918110370636,7.38589592684862
"Bahamas, The",1972,NULL,3.05196512033484
Austria,1991,1.15421712398529,4.40384605731488
"Bahamas, The",1975,NULL,-5.72422517394054
Austria,1998,1.01807284355164,2.5703951094621
Austria,1993,1.11558449268341,-2.40847447605635
Austria,2001,0.908240020275116,0.111081556168228
Austria,1996,1.04968297481537,-1.57125476547446
Austria,2004,0.893480479717255,14.9400996207375
Austria,1999,0.980246126651764,-0.458513502243399
Austria,2011,0.7908975481987,10.0465480483885
Austria,2006,0.785813271999359,6.38667121552758
Austria,2014,0.747780084609985,2.88100891602297
Austria,2009,0.833379566669464,-7.01147098571813
Austria,2017,0.75727903842926,5.41227783417496
Austria,2012,0.778464257717133,-5.16195286969693
Austria,2020,0.884127140045166,-2.14730279293968
Austria,2019,0.750359654426575,-2.28466523670585
Azerbaijan,1992,2.40022563934326,-91.6792916167665
Austria,2022,0.772607147693634,-1.74286012365954
Azerbaijan,1995,2.73690128326416,102.602287313675
Azerbaijan,1993,5.0004677772522,253.16811104651
Azerbaijan,1998,2.41235589981079,12.2150968298314
"Bahamas, The",1978,NULL,16.7461430575035
Azerbaijan,2001,2.31206250190735,8.25018027635837
Azerbaijan,2008,3.29121112823486,47.8128587161312
Azerbaijan,2011,4.67013549804688,24.6525746695829
"Bahamas, The",1985,NULL,13.6984894231779
Azerbaijan,2014,4.55501317977905,1.45525093167276
Azerbaijan,2017,3.75630164146423,7.92149420781597
"Bahamas, The",1988,NULL,3.82830379146016
"Bahamas, The",1965,NULL,12.6470577470588
"Bahamas, The",1991,NULL,-1.73215608916109
"Bahamas, The",1968,NULL,14.0201024682812
"Bahamas, The",1998,NULL,7.90952960371336
