country,year,tax_revenue,gdp_growth
Andorra,1975,NULL,17.9867130001515
American Samoa,2022,NULL,16.1333333333333
Algeria,2009,NULL,-19.7599724979865
Andorra,1978,NULL,21.2688180293015
Andorra,1971,NULL,13.7232383460867
Algeria,2012,NULL,4.52269530926501
Andorra,1981,NULL,-12.8578367984759
Algeria,2019,NULL,-1.80115572738502
Andorra,1985,NULL,5.05028510534006
Andorra,1974,NULL,23.6774526544502
Algeria,2022,NULL,19.2852503161343
Andorra,1988,NULL,18.015055340169
Andorra,1977,NULL,11.7536055882473
American Samoa,2005,NULL,-1.76817288801572
Andorra,1991,NULL,7.57069738432055
Andorra,1984,NULL,0.678066089531272
Andorra,1994,NULL,1.03802257084728
Andorra,1987,NULL,26.8267587282882
American Samoa,2008,NULL,8.10810810810811
Andorra,2001,NULL,8.24776027667136
Andorra,1990,NULL,29.3530042378932
American Samoa,2015,NULL,4.6656298600311
Andorra,2004,NULL,22.5865141154467
Andorra,1997,NULL,-3.54392995526677
American Samoa,2018,NULL,4.41176470588235
Andorra,2007,NULL,14.354531242165
Andorra,2000,NULL,15.2606141382815
American Samoa,2021,NULL,4.02219140083218
Andorra,2003,NULL,34.490355367617
Andorra,2010,NULL,-6.10377914906351
Andorra,1973,NULL,33.0004232266802
Andorra,2006,NULL,9.38144744169888
Andorra,1980,NULL,8.46292381760589
Andorra,2017,NULL,3.57482043572673
Andorra,2013,NULL,0.152420458558776
Andorra,1983,NULL,-12.7860648575984
Andorra,2020,NULL,-8.37196139233348
Andorra,2016,NULL,3.8255808714625
Andorra,2019,NULL,-1.96582104857577
Angola,1981,NULL,-6.40790137142506
Angola,1984,NULL,6.00126871592626
Andorra,2022,NULL,0.80860165913161
Angola,1991,NULL,-7.4320650663278
Angola,1982,NULL,0
Angola,1994,NULL,-27.0575500594994
Angola,1985,NULL,23.2014328600946
Angola,1988,NULL,8.47833591381532
Angola,1997,NULL,17.4430282186069
Angola,1995,NULL,24.7937959042041
Angola,2004,18.0745697021484,32.220552542595
Angola,1998,NULL,-15.2308578991184
Angola,2007,21.4991607666016,24.5993536610236
Angola,2001,29.246675491333,-2.11965068049109
Angola,2010,16.599946975708,19.1904708473285
Angola,2008,25.6501502990723,35.6573013089343
Angola,2011,16.1034126281738,33.4014863783195
Angola,2013,14.1847629547119,3.34720514572568
Andorra,1986,NULL,39.0068117363791
Angola,2020,NULL,-31.5896253710193
Antigua and Barbuda,1980,NULL,20.4905142260024
Andorra,1993,NULL,-16.7688557666441
Andorra,1996,NULL,3.8412748122804
Antigua and Barbuda,1983,NULL,10.8139525828671
Antigua and Barbuda,1990,NULL,4.7119028652811
Andorra,1999,NULL,2.30096116647485
Antigua and Barbuda,1993,NULL,7.18885238345075
Angola,2014,13.5426301956177,2.74121251333051
Andorra,2002,NULL,13.5157617304329
Angola,2017,9.22377777099609,39.6662157271334
Andorra,2009,NULL,-10.0737220661627
Andorra,2012,NULL,-12.1373269374007
Antigua and Barbuda,1978,NULL,13.3974543862174
Antigua and Barbuda,1981,NULL,12.4861722145602
Andorra,2015,NULL,-14.7264657150514
Andorra,2018,NULL,7.27488329797736
Antigua and Barbuda,1984,NULL,14.4000011946585
Antigua and Barbuda,1996,NULL,9.77826774942813
Antigua and Barbuda,1987,NULL,16.0909996569069
Antigua and Barbuda,1999,NULL,5.26760294143896
Antigua and Barbuda,1994,NULL,10.1379259623336
Antigua and Barbuda,2006,NULL,13.1676355228758
Antigua and Barbuda,1997,NULL,7.39888053201239
Antigua and Barbuda,2009,NULL,-10.3455121722212
Antigua and Barbuda,2000,NULL,7.85308901070217
Antigua and Barbuda,2012,NULL,3.57207860668745
Antigua and Barbuda,2003,NULL,5.15910341696562
Antigua and Barbuda,2019,NULL,3.84117189365751
Antigua and Barbuda,2022,NULL,16.6337121484313
Antigua and Barbuda,2010,NULL,-6.48275251202934
Antigua and Barbuda,2013,NULL,-0.126706845960181
Arab World,1975,NULL,10.5052376224192
Antigua and Barbuda,2016,NULL,3.61236825576576
Arab World,1978,NULL,10.6067750038323
Arab World,1981,NULL,3.26326981040384
Arab World,1969,NULL,8.96507230764635
Angola,1983,NULL,4.21330148765874
Arab World,1972,NULL,19.2341853876138
Angola,1986,NULL,-6.37443849169094
Arab World,1979,NULL,35.3925811745417
Angola,1989,NULL,16.3280626327317
Arab World,1982,NULL,-6.36686747226427
Angola,1992,NULL,-20.1261817602931
Arab World,1985,NULL,-1.50596255862746
Angola,1996,NULL,17.9947716140053
Arab World,1988,NULL,-3.56585627086421
Angola,1999,16.2939720153809,-5.43248480300566
Arab World,1995,NULL,6.19617722451044
Angola,2002,15.5328121185303,71.0547931391693
Angola,2005,17.1091175079346,56.9752525819937
Arab World,1998,NULL,-1.98075973565605
Angola,2012,14.8227195739746,14.5479964435544
Arab World,2001,NULL,-2.11407928098798
Angola,2015,11.0020189285278,-33.4422693524511
Arab World,2004,NULL,18.8980707208387
Arab World,1984,NULL,1.77731108446357
Arab World,2008,NULL,25.8684416497555
Arab World,1991,NULL,-26.1881747882612
Arab World,2011,NULL,9.42861577204924
Arab World,1994,NULL,6.51747198859332
Arab World,2014,5.24221277236938,1.61893773406627
Arab World,1997,NULL,7.71023972684829
Angola,2018,9.64477825164795,7.81723506955793
Arab World,2017,NULL,3.95216567162361
Angola,2021,NULL,37.119570894878
Arab World,2000,NULL,14.3204838855615
Argentina,1988,NULL,16.4162645280451
Antigua and Barbuda,1982,NULL,11.1792199831431
Argentina,1991,5.00823640823364,34.2174963932114
Arab World,2007,NULL,16.3303234311816
Antigua and Barbuda,1985,NULL,15.6215516140567
Argentina,1994,8.12643718719482,8.74298110504065
Arab World,2010,NULL,18.016745908303
Antigua and Barbuda,1988,NULL,18.2287855587615
Arab World,2013,NULL,2.06918378516492
Antigua and Barbuda,1991,NULL,4.83970796567234
Antigua and Barbuda,1998,NULL,6.94085868627349
Antigua and Barbuda,2001,NULL,-3.13284418252519
Arab World,2020,NULL,-11.7056616216139
Antigua and Barbuda,2004,NULL,7.39532771071516
Argentina,1984,NULL,3.19532880190826
Antigua and Barbuda,2007,NULL,13.3973637591741
Argentina,1987,NULL,2.65089307785128
Antigua and Barbuda,2014,NULL,4.02916882748151
Argentina,1990,4.83851337432861,84.4620697897823
Antigua and Barbuda,2017,NULL,2.78307951308374
Argentina,1993,8.01513767242432,3.48056730817227
Argentina,2000,9.62260341644287,0.240105819922369
Antigua and Barbuda,2020,NULL,-18.2313843786229
Argentina,2003,12.5187797546387,30.5584783556316
Arab World,1970,NULL,13.0615989383145
Argentina,2006,12.8788862228394,17.0175392314066
Arab World,1973,NULL,26.8844057218584
Argentina,2009,12.3830413818359,-7.90510968221865
Arab World,1976,NULL,24.4761694805904
Argentina,2016,12.0972833633423,-6.25759078027767
Arab World,1983,NULL,-5.87449578991504
Argentina,2019,10.5943975448608,-14.6841217085267
Arab World,1986,NULL,-2.98052143596913
Argentina,2022,NULL,29.3564335655647
Arab World,1989,NULL,7.27859833971684
Armenia,1993,NULL,-5.61916213622509
Arab World,1992,NULL,0.997541067030072
Armenia,1996,NULL,8.76183286360748
Arab World,1999,NULL,10.5175173054025
Armenia,1999,NULL,-2.54758820331932
Arab World,2002,NULL,0.633709021743671
Armenia,2002,NULL,12.172340573242
Arab World,2005,NULL,22.7390258605917
Armenia,2009,16.5058631896973,-25.8454248382082
Arab World,2012,NULL,9.17848903378404
Armenia,2012,17.491641998291,4.70521907118913
Arab World,2015,5.40822553634644,-12.0883820577696
Armenia,2015,20.9312210083008,-9.09749709259121
Arab World,2018,NULL,7.80920101709407
Armenia,2018,20.8701038360596,8.07187595160609
Arab World,2021,NULL,15.5776070754548
Aruba,1993,NULL,12.9953368204259
Argentina,1985,NULL,-21.7472476083103
Aruba,1996,NULL,4.48392898559054
Argentina,1992,5.54792213439941,20.5876737075901
Aruba,1999,NULL,3.45522348654552
Argentina,1995,8.05435752868652,0.229855855297412
Aruba,2002,NULL,3.44783063254966
Argentina,1998,9.03052616119385,2.07925237769105
Aruba,2009,NULL,-10.1733680366555
Argentina,2001,9.3248987197876,-5.45629588122506
Aruba,2012,NULL,-0.858684151939735
Argentina,2008,13.3178462982178,25.7459740949442
Aruba,2015,NULL,6.16505211040752
Argentina,2011,12.6636276245117,25.1472627457605
Aruba,2022,NULL,14.2280861781979
Argentina,2014,12.6109666824341,-4.65657197027033
Australia,1966,NULL,5.12654298746562
Argentina,2017,10.9396238327026,15.442348824558
Australia,1969,NULL,12.1332512482726
Armenia,1991,NULL,-8.28554358711837
Australia,1972,17.8418292999268,15.0923149378022
Armenia,1994,NULL,9.47678997781201
Australia,1975,19.8750972747803,9.37361013273664
Argentina,1997,8.69008636474609,7.60949732229876
Australia,1982,21.5862884521484,9.69248370056914
Argentina,2004,13.1007795333862,29.055444313048
Australia,1985,22.4934711456299,-6.65664419866059
Argentina,2007,12.4482688903809,23.6385870845979
Australia,1988,23.1298446655273,24.627986683359
Argentina,2010,12.8530426025391,27.2244252795514
Australia,1991,22.3289928436279,4.67091058313517
Argentina,2013,12.4529027938843,1.10676591009755
Armenia,2001,NULL,10.8238258358008
Armenia,2004,13.9964056015015,27.4149431805435
Argentina,2020,10.8658962249756,-13.8500374952733
Armenia,2007,15.962532043457,44.1987747353912
Armenia,1997,NULL,2.66276434076715
Armenia,2010,17.0700511932373,7.08086710507479
Armenia,2000,NULL,3.58071939957118
Armenia,2017,20.7806529998779,9.30504543128185
Armenia,2003,NULL,18.125637553179
Armenia,2006,14.3959865570068,30.2824506359162
Armenia,2013,21.5862140655518,4.7285888820425
Armenia,2020,21.8604202270508,-7.17799010051663
Armenia,2016,21.2773761749268,-0.0682418406220691
Armenia,2019,22.2851715087891,9.32215942221731
Aruba,1988,NULL,22.3367720141865
Armenia,2022,NULL,40.5980482560308
Aruba,1991,NULL,14.0248299800754
Aruba,1989,NULL,16.5730342502209
Aruba,1994,NULL,15.0077385607199
Aruba,1992,NULL,9.92953422221426
Aruba,2001,NULL,1.22791559752474
Aruba,1995,NULL,6.00896485946468
Aruba,2004,NULL,10.308590252882
Aruba,1998,NULL,8.71626120281482
Aruba,2007,NULL,8.41606125634083
Aruba,2005,NULL,4.6649423877316
Aruba,2010,NULL,-3.92342233745716
Aruba,2008,NULL,6.17645945288586
Aruba,2017,NULL,3.64635247633491
Aruba,2011,NULL,7.50987754638701
Aruba,2020,NULL,-24.6449353814245
Aruba,2014,NULL,2.30951372992933
Australia,1961,NULL,5.78462683853232
Aruba,2018,NULL,5.9421011985214
Australia,1964,NULL,10.4981201810088
Aruba,2021,NULL,21.26993651688
Australia,1998,22.2288036346436,-8.25635248541963
Australia,1962,NULL,1.21770515472048
Australia,2001,24.8578605651855,-8.77975508553487
Australia,1965,NULL,9.13839885964479
Australia,2004,24.258264541626,31.4108664376671
Australia,1968,NULL,7.46108946536916
Australia,2011,20.3212070465088,21.7436819599748
Australia,1971,NULL,9.39439094190163
Australia,2014,21.8929233551025,-6.89177984317249
Australia,1978,20.4058704376221,7.37815488000727
Australia,2017,22.0887145996094,9.87935562699722
Australia,1981,21.4626083374023,17.9401050141085
Australia,2020,22.5575160980225,-4.60967146462506
Australia,1984,21.0130748748779,9.1690564275008
Austria,1961,NULL,10.9068598994048
Australia,1987,23.2122592926025,3.84251400368954
Austria,1964,NULL,9.50312399672508
Australia,1994,20.0078868865967,3.41980389274991
Australia,1967,NULL,11.479785221257
Australia,1997,22.3755760192871,8.54650994751625
Australia,1974,18.0577182769775,39.3743851752888
Australia,2000,23.0241413116455,6.8049409809337
Australia,2003,24.2999687194824,18.1789942337268
Australia,2007,24.0393447875977,14.2420288151975
Australia,2010,20.4770698547363,23.7012415867161
Australia,1977,20.5347023010254,5.03572501284248
Australia,2013,21.941858291626,1.91593893813247
Australia,2016,22.2617988586426,-10.6666237442403
Austria,1963,NULL,7.96874811245594
Austria,1967,NULL,6.35350926809137
Austria,1970,NULL,13.1799564731359
Austria,1973,18.1969509124756,33.7986658057364
Austria,1974,18.3973407745361,19.223258583961
Austria,1976,17.8623313903809,7.24119843600461
Austria,1977,17.9992923736572,19.9855457641986
Austria,1979,18.5501155853271,19.1532750602546
Austria,1980,18.5780048370361,10.9844619978242
Austria,1986,17.9723358154297,42.7306165891289
Austria,1983,18.0325889587402,1.18656225544063
Austria,1989,17.8057518005371,-0.175188191375912
Austria,1990,17.9810829162598,25.0609557314635
Austria,1993,18.9354553222656,-2.40847447605635
Austria,1992,18.9204807281494,12.2466393056647
Austria,1996,25.9400367736816,-1.57125476547446
Austria,1995,24.6001052856445,18.4258225094896
Austria,1999,26.6278228759766,-0.458513502243399
Austria,2002,26.9755001068115,8.54953791292378
Austria,2006,25.0504417419434,6.38667121552758
Austria,2005,25.5139560699463,4.85465102059783
Austria,2009,25.2251644134521,-7.01147098571813
Austria,2008,26.0775203704834,11.0143798085055
Austria,2012,25.9281978607178,-5.16195286969693
Austria,2015,26.8261680603027,-13.6953835294212
Austria,2019,25.5828342437744,-2.28466523670585
Austria,2022,NULL,-1.74286012365954
Australia,1980,20.4127426147461,11.1841133228166
Azerbaijan,1993,NULL,253.16811104651
Austria,2018,25.417501449585,9.0423047322873
Azerbaijan,2000,NULL,15.0912447161303
Australia,1983,21.7150974273682,-8.64415117446655
Azerbaijan,2003,NULL,16.682335977781
Australia,1990,22.4302253723145,3.85120815896038
Austria,2021,25.8406829833984,10.1703501756316
Azerbaijan,2006,NULL,58.4089255014039
Azerbaijan,1996,9.85045719146729,31.4055513783134
Azerbaijan,2009,14.1067085266113,-9.33212650561749
Azerbaijan,1999,12.7334585189819,3.03348082531332
Azerbaijan,2016,14.555516242981,-28.6554589747775
Azerbaijan,2002,NULL,9.25905891876414
Azerbaijan,2019,14.2188529968262,2.25368168576294
Azerbaijan,2005,NULL,52.5898851227191
Azerbaijan,2012,12.778639793396,5.65124042053299
Azerbaijan,2022,NULL,43.5849836123872
Azerbaijan,2015,15.6031627655029,-29.4572218283238
Azerbaijan,2018,12.9712715148926,15.283480221513
"Bahamas, The",1963,NULL,12.0092438291741
Azerbaijan,2021,13.4213199615479,28.4177944825607
"Bahamas, The",1966,NULL,13.1853774079856
"Bahamas, The",1962,NULL,11.6554936244685
"Bahamas, The",1973,NULL,13.538670558872
"Bahamas, The",1969,NULL,18.708683031357
"Bahamas, The",1976,NULL,7.69875343844348
Australia,1993,19.9808197021484,-4.11348460117163
"Bahamas, The",1979,NULL,36.9293685728015
"Bahamas, The",1982,NULL,10.6414347988264
"Bahamas, The",1986,NULL,6.54113285989088
"Bahamas, The",1989,NULL,8.66248245956228
Australia,1996,21.8723583221436,9.01111518054102
"Bahamas, The",1992,15.4326152801514,-0.0694315932180852
Australia,1999,22.4149932861328,-2.50758889719232
"Bahamas, The",1995,17.3461647033691,5.21631999575192
Australia,2006,24.5117721557617,7.57873137699261
"Bahamas, The",2002,8.99909496307373,6.77256012983571
Australia,2009,22.0210056304932,-12.0584074573517
"Bahamas, The",2005,10.0017080307007,8.62379378533917
Australia,2012,21.0974826812744,10.6490583478365
"Bahamas, The",2008,12.1213665008545,-0.869629536621581
Australia,2019,23.37575340271,-2.45236478687848
Australia,2022,23.5986652374268,8.59011622530242
Austria,1966,NULL,8.9414114070576
Austria,1969,NULL,9.18099920257126
Austria,1972,17.888786315918,23.5245351930352
Austria,1975,18.0109252929688,13.8391677563554
Austria,1982,18.1904201507568,0.339365967914364
Austria,1985,18.1037845611572,2.06136467770034
Austria,1988,18.562801361084,7.38589592684862
Austria,1991,18.167179107666,4.40384605731488
Austria,1998,26.8898448944092,2.5703951094621
Austria,2001,27.9655723571777,0.111081556168228
"Bahamas, The",2011,13.0110206604004,-0.250701354205199
"Bahamas, The",1972,NULL,3.05196512033484
Austria,2004,26.3086719512939,14.9400996207375
"Bahamas, The",1975,NULL,-5.72422517394054
Austria,2011,25.4279861450195,10.0465480483885
"Bahamas, The",1978,NULL,16.7461430575035
Austria,2014,26.4178981781006,2.88100891602297
"Bahamas, The",1985,NULL,13.6984894231779
Austria,2017,25.4222259521484,5.41227783417496
"Bahamas, The",1988,NULL,3.82830379146016
Austria,2020,24.4151401519775,-2.14730279293968
"Bahamas, The",1991,13.6379995346069,-1.73215608916109
Azerbaijan,1992,NULL,-91.6792916167665
"Bahamas, The",1998,9.97250175476074,7.90952960371336
Azerbaijan,1995,17.9540729522705,102.602287313675
"Bahamas, The",2001,9.85954284667969,2.9884391469572
Azerbaijan,1998,12.6793346405029,12.2150968298314
"Bahamas, The",2004,9.42833423614502,2.08792295996039
Azerbaijan,2001,NULL,8.25018027635837
"Bahamas, The",2007,11.358865737915,4.43670053897918
Azerbaijan,2008,16.4211750030518,47.8128587161312
"Bahamas, The",2018,14.5071287155151,3.26518394268442
"Bahamas, The",2014,11.4559535980225,5.57260717376282
Azerbaijan,2011,12.2247610092163,24.6525746695829
"Bahamas, The",2021,13.9812154769897,18.1760359068681
"Bahamas, The",2017,15.0239944458008,4.2780067363282
Azerbaijan,2014,14.2125358581543,1.45525093167276
Bahrain,1983,5.40444326400757,2.4511224132253
"Bahamas, The",2020,19.0500984191895,-25.3019042257691
Azerbaijan,2017,13.1640453338623,7.92149420781597
Bahrain,1987,5.31597948074341,11.1265876641193
Bahrain,1986,6.43025159835815,-16.4154086708912
"Bahamas, The",1965,NULL,12.6470577470588
Bahrain,1989,5.17656755447388,4.35313457758786
Bahrain,1990,5.18737411499023,9.47890034260431
"Bahamas, The",1968,NULL,14.0201024682812
Bahrain,1993,5.3495626449585,9.45475914340354
